Name,Rating,Cuisine,Discounts,Image URL,Link
Burns Road Kay Famous Bunkabab & Pizza Fries,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/t9ap-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/t9ap/burns-road-kay-famous-bunkabab-and-pizza-fries
Kuchi's - Gulzar E Hijri,4.3(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/s0ys-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/s0ys/kuchis-gulzar-e-hijri
Zam zam Foods,4.7(15000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/u6bt-listing.JPG?width=400&height=225,https://www.foodpanda.pk/restaurant/u6bt/zam-zam-foods-u6bt
CHAI PARTY,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/fa6c-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/fa6c/chai-party
M. Joun's Kitchen,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/u15u-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/u15u/m-jouns-kitchen
5 Star Nimco Bakers and Halwa Puri House,4.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,,https://images.deliveryhero.io/image/fd-pk/LH/bwug-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/bwug/5-star-nimco-bakers-and-halwa-puri-house
Chapati,5(3000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/f5dz-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/f5dz/chapati
Everest Ice Cream (Lucky One),5(12)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/ilga-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ilga/everest-ice-cream-lucky-one
Pizza Shine,4.4(87)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/qq5n-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/qq5n/pizza-shine
Burns Road K Famous Bun Kabab & Biryani,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/a1iz-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/a1iz/burns-road-k-famous-bun-kabab-and-biryani
Agharugullah Juice,4.9(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://images.deliveryhero.io/image/fd-pk/LH/n3jb-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/n3jb/agharugullah-juice
Vohra Sheermal House,4.9(71)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/gi2s-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/gi2s/vohra-sheermal-house
Koyla Zinger Karachi,4(2)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/i76l-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/i76l/koyla-zinger-karachi
TFC - Tasty Food Center,4.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/l4ca-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/l4ca/tfc-tasty-food-center-l4ca
Spice Affairs,4.4(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/d9cc-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/d9cc/spice-affairs-d9cc
AA Pizza & Fast Food,3.7(22)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/ghyc-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ghyc/aa-pizza-and-fast-food
Quetta Noman Ullah Cafe,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/k2t9-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/k2t9/quetta-noman-ullah-cafe
Gloria Jeans - Lucky One,4(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Continental,,https://images.deliveryhero.io/image/fd-pk/LH/v3my-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/v3my/gloria-jeans-lucky-one
Memon Burger,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/h5ns-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/h5ns/memon-burger-h5ns
NEW MANO - Hussainabad,4.7(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/y6cy-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/y6cy/new-mano-hussainabad
Deli Malik,4.5(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/w5rq-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/w5rq/deli-malik
Ghousia Silver Spoon - Hussainabad,4.8(10000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/t6ul-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/t6ul/ghousia-silver-spoon-hussainabad
Apna Zaiqa Kitchen,4.4(27)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/tzqf-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/tzqf/apna-zaiqa-kitchen
One Percent Chef,,,,https://images.deliveryhero.io/image/fd-pk/LH/lvug-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/lvug/one-percent-chef
Sanubar IceCream,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/wmp3-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/wmp3/sanubar-icecream
Craving Corner,4.5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/pjhr-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/pjhr/craving-corner-pjhr
Kebabiya,4.9(90)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/amex-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/amex/kebabiya
"Expert Biryani, Fast food & Catering",4.7(40)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/jtda-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/jtda/expert-biryani-fast-food-and-catering
Foodie Lovers,4.9(5)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/c8s5-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/c8s5/foodie-lovers-c8s5
Ghousia Fast Food,4.7(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/t8vg-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/t8vg/ghousia-fast-food
Heritage Restaurant (Super Highway),3.8(8)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/lk6i-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/lk6i/heritage-restaurant-super-highway
Karachi Cuisine,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/rct7-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/rct7/karachi-cuisine-rct7
Ghousia Food Hussainabad,4.7(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/u4sf-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/u4sf/ghousia-food-hussainabad
Deenar's,4.1(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/bx1e-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/bx1e/deenars
The Modern Kitchen,4.6(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/c381-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/c381/the-modern-kitchen
Badshahi Halwa Puri & Chai Paratha,4.2(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/r38i-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/r38i/badshahi-halwa-puri-and-chai-paratha
Chef Corner,4(11)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/bh7y-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/bh7y/chef-corner
Dilpasand Halwa Puri & Kachori,3.5(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/a5p9-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/a5p9/dilpasand-halwa-puri-and-kachori-a5p9
Dil Nasheen Halwa Poori,4.9(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/mvtl-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/mvtl/dil-nasheen-halwa-poori
Bhashani Halwa Puri & Kachori,3.5(44)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/h4mn-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/h4mn/bhashani-halwa-puri-and-kachori-h4mn
S and J Foods,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/qfoe-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/qfoe/s-and-j-foods
HSF,,,,https://images.deliveryhero.io/image/fd-pk/LH/kc60-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/kc60/hsf
Al Adeeb Broast-Hussainabad,4.7(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/ro91-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ro91/al-adeeb-broast-hussainabad
Taste Bites,4.2(55)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/c1ge-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/c1ge/taste-bites-c1ge
Maya Chicken Shawarma,4.9(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/x9b5-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/x9b5/maya-chicken-shawarma
Yadgar Halwa Puri,4.3(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/fgp9-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/fgp9/yadgar-halwa-puri
Dehli Famous Dahi Baday,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/bz2b-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/bz2b/dehli-famous-dahi-baday
Shahi Dhaba,4.7(35)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/vekm-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/vekm/shahi-dhaba-vekm
Memon Kitchen,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/gb2n-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/gb2n/memon-kitchen-gb2n
Leena's Chinese & Desi Food,4(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/pjwy-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/pjwy/leenas-chinese-and-desi-food
Zaika-e-Shahana,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/q7at-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/q7at/zaika-e-shahana
Ghousia Fast Food & Chinese,4.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Western,,https://images.deliveryhero.io/image/fd-pk/LH/r3w0-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/r3w0/ghousia-fast-food-and-chinese
Ghousia Fast Food,4.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/lxsc-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/lxsc/ghousia-fast-food-lxsc
Mum's kitchen,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/yjpv-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/yjpv/mums-kitchen-yjpv
Pizza Live Kitchen,4.7(6)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/xtdp-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/xtdp/pizza-live-kitchen
Ghousia Halwa Puri & Kachori,4.3(50)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/ou1n-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ou1n/ghousia-halwa-puri-and-kachori
SA Kitchen,,,,https://images.deliveryhero.io/image/fd-pk/LH/jkbj-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/jkbj/sa-kitchen-jkbj
Broast Town - Hussainabad,4.7(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/s8gk-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/s8gk/broast-town-hussainabad
Bukhari Food Corner,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/g5x7-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/g5x7/bukhari-food-corner
Agha Saeed Juices,4.4(19)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://images.deliveryhero.io/image/fd-pk/LH/qk3p-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/qk3p/agha-saeed-juices
Hot n' Express,,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/lafe-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/lafe/hot-n-express
Sarah's Kitchen,4.7(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/apxt-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/apxt/sarahs-kitchen-apxt
STORM Fast Food & Pizza,4.6(19)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/sbq4-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/sbq4/storm-fast-food-and-pizza
Kaka Al Baik,4.7(49)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://images.deliveryhero.io/image/fd-pk/LH/l62a-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/l62a/kaka-al-baik
Hayat e sheereen,4.7(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/w5yw-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/w5yw/hayat-e-sheereen
Zubair Bawarchi & Biryani Center,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/v3ai-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/v3ai/zubair-bawarchi-and-biryani-center
Shake N Flex,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://images.deliveryhero.io/image/fd-pk/LH/o9t1-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/o9t1/shake-n-flex-o9t1
Shan Sheermal House,4.8(10)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/mdfv-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/mdfv/shan-sheermal-house
Norani Kabab & Halwa Puri,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/m2t6-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/m2t6/norani-kabab-and-halwa-puri
Spice Rush,1.7(14)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/dia5-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/dia5/spice-rush-dia5
Dawood Burger & Snacks,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/oboa-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/oboa/dawood-burger-and-snacks
SK Foodie Dhaba,3.6(8)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Burgers,,https://images.deliveryhero.io/image/fd-pk/LH/pv7s-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/pv7s/sk-foodie-dhaba
Ayesha's Cuisine,4.6(85)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/xaz1-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/xaz1/ayeshas-cuisine
Melt N Munch,,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/lazp-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/lazp/melt-n-munch
Farah Kitchen Tiffin,1.3(6)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/q62v-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/q62v/farah-kitchen-tiffin-q62v
Food Dine,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/r3ck-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/r3ck/food-dine-r3ck
MFC,3.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/hpq7-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/hpq7/mfc-hpq7
MM Catering,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/uhyo-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/uhyo/mm-catering
Shahzad Sweets Bakers And Nimco,,Cakes & Bakery,,https://images.deliveryhero.io/image/fd-pk/LH/or8j-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/or8j/shahzad-sweets-bakers-and-nimco
Ajwa Chaat,,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/o919-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/o919/ajwa-chaat
AAA Foods,4(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Chinese,,https://images.deliveryhero.io/image/fd-pk/LH/o3i6-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/o3i6/aaa-foods-o3i6
Dehli Mehfooz Nehari Hotel,4.3(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/v1um-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/v1um/dehli-mehfooz-nehari-hotel
Noorani Kabab & Fast Food,4.4(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/u2pe-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/u2pe/noorani-kabab-and-fast-food
TASTY EATERY,3.5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/qo4u-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/qo4u/tasty-eatery
Kababjees - Highway,4.6(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/m2re-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/m2re/kababjees-highway
HNM Kitchen,4.9(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/on66-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/on66/hnm-kitchen
Polka Delights,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/w0v7-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/w0v7/polka-delights
Classic Bar B.Q & Pakwan House,4.3(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/v4mh-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/v4mh/classic-bar-b-q-and-pakwan-house
New Master Nashta House,4.9(5000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/ariw-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ariw/new-master-nashta-house
Quetta Al-Noor Hotel کوئٹہ النور ہوٹل,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/dqud-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/dqud/quetta-al-noor-hotel-khwy-tth-lnwr-hwttl
Hot n Roll - Liaquatabad,4.6(6)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/pz2k-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/pz2k/hot-n-roll-liaquatabad
Suaadnext,5(28)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/mr3r-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/mr3r/suaadnext
AR Fast Food Bar B Q & Pizza,4.8(500+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/smas-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/smas/ar-fast-food-bar-b-q-and-pizza
Hot N Crispy Roll BBQ,4.6(2000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/s7zb-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/s7zb/hot-n-crispy-roll-bbq
Pizza Scene,3.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/x7ba-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/x7ba/pizza-scene
DastarKhuan Frozen Caters,,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/rxjc-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/rxjc/dastarkhuan-frozen-caters
Havabite,4.9(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/u8nr-listing.png?width=400&height=225,https://www.foodpanda.pk/restaurant/u8nr/havabite
Worrier Pizza Hut,4.1(51)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pizza,,https://images.deliveryhero.io/image/fd-pk/LH/fydt-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/fydt/worrier-pizza-hut
Desi Bites Chicken Shawarma- Nazimabad,4.7(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Fast Food,,https://images.deliveryhero.io/image/fd-pk/LH/t1or-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/t1or/desi-bites-chicken-shawarma-nazimabad
Makhrani Hotel,4.7(58)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/ln3v-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/ln3v/makhrani-hotel
RJ Foods,4.8(5)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/vzyu-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/vzyu/rj-foods-vzyu
Wonderfuel,5(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Healthy Food,,https://images.deliveryhero.io/image/fd-pk/LH/a4hj-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/a4hj/wonderfuel
Donut Factory,4.8(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Cakes & Bakery,,https://images.deliveryhero.io/image/fd-pk/LH/zxuw-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/zxuw/donut-factory
Rabi's cooking and baking,4.9(100+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/uhul-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/uhul/rabis-cooking-and-baking
Kareem's Limca & Coffee,4.8(8)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/i6zz-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/i6zz/kareems-limca-and-coffee
Xtreme Xpress,,Burgers,,https://images.deliveryhero.io/image/fd-pk/LH/awrl-listing.jpeg?width=400&height=225,https://www.foodpanda.pk/restaurant/awrl/xtreme-xpress
SNACKERS,4.7(24)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/gonu-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/gonu/snackers
Pancakez,,Desserts,,https://images.deliveryhero.io/image/fd-pk/LH/xp5w-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/xp5w/pancakez
Ghousia Nihari & Catering - Baldia Town,4.8(1000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Pakistani,,https://images.deliveryhero.io/image/fd-pk/LH/qb0o-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/qb0o/ghousia-nihari-and-catering-baldia-town
Top Ten Fast Food,4.5(4000+)A11Y_TAG_RATING_AND_REVIEWS_PLURAL,Wraps & Rolls,,https://images.deliveryhero.io/image/fd-pk/LH/s1tf-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/s1tf/top-ten-fast-food
Burgisto,,Burgers,,https://images.deliveryhero.io/image/fd-pk/LH/new6-listing.jpg?width=400&height=225,https://www.foodpanda.pk/restaurant/new6/burgisto
